"S","T","F","TM","CO","C",""
"2.7442277976935E-9","25502786.967392","1821399873.156","148.60580160577","64.571179921972","122.3308934284",""
"5.7429758481121E-9","25922702.859177","2500000000","73.342521057556","46.65474247215","107.24191911741",""
"1.457551919534E-8","24801365.867504","1804676764.3385","133.92813982424","64.854952525061","141.11237549083",""
"7.4462500825955E-9","31044254.091943","2042138580.04","230.5030432107","48.402297881933","147.29752756477",""
"8.884841829122E-9","34099158.016089","2010398063.0786","150.26336683864","40.121006728247","116.59266992015",""
"7.6641636100109E-9","27367882.573446","1546956361.6663","177.83860026703","52.174742182362","103.98652650226",""
"1.0687216752312E-8","32170223.20759","1063313940.2422","126.40482682009","53.980509236041","149.08779052438",""
"1.4066306214723E-8","20000000","1952550304.242","167.90765483264","44.010297836793","146.22411269227",""
"1.9284779210323E-8","26779287.273066","2500000000","192.83286103502","44.771602936755","147.04116152958",""
"1.279887127937E-8","30162644.36313","1435347050.4792","216.2768951178","47.299211450837","137.83654276065",""
"7.3288804660671E-9","32528399.307776","1991778871.4415","255.31778468325","65.208459767998","122.89556256266",""
"1.153367286369E-8","31958109.084555","2225049629.549","124.62435929648","70.703045481803","124.56308833376",""
"5.258200456466E-9","23649239.188937","2402754324.3403","146.91024214912","47.225261375259","146.14164096687",""
"1.4064894192504E-8","28106863.59942","1216375860.3594","159.07180335844","47.281439752461","100.46531759063",""
"7.363165277993E-9","40000000","2500000000","161.73188320187","46.65663826849","119.65292813507",""
"1.0070515926921E-9","27133466.232201","2092498922.6645","157.33793111444","58.744904169571","140.69404253527",""
"1.3046233875628E-8","20000000","2500000000","165.10880513481","26.483090225124","143.50524757411",""
"1.3641555470769E-8","32021676.437391","2324177503.0138","56.192727848014","52.276515804562","141.94724501508",""
"1.2066522948883E-8","40000000","1222070170.4209","168.95234611862","49.530940098794","111.03226521398",""
"1.1453628557293E-8","31337596.835077","2500000000","104.99813283394","48.239263708246","101.32761411745",""
"6.304372376226E-9","23242581.720818","1582778516.499","178.26005692293","43.647445920672","127.45085663697",""
"1.2432372791515E-8","28450699.762198","2500000000","205.55392234142","53.734623701425","114.85248155337",""
"5.4211858311237E-9","26384486.041118","2416402998.0517","133.68682266844","42.299022432404","127.41466058066",""
"4.7250476915422E-9","31511740.482715","1756052143.7079","144.25763148286","53.062799913591","138.13564324855",""
"1.1233385705434E-8","24932344.687304","2380207353.8163","177.73110269327","50.693253386582","115.28343126533",""
"1.5901282933499E-8","28634768.277587","2136316769.4076","135.92178680934","47.924561570237","113.04006322204",""
"6.7965563439331E-9","29851785.819135","1487422909.0817","72.878079920268","38.524541016434","105.70643136068",""
"8.2252991858081E-9","36346693.769004","1452433091.2339","129.18487829544","35.470090250178","131.57098471655",""
"1.358248845102E-8","20000000","2500000000","180.18315475562","61.415599796581","116.9790733529",""
"4.8676397965178E-9","38061270.867309","2146476589.9943","149.82643834437","32.595039813207","120.54145673445",""
"1.3833946455264E-8","25553824.460121","1608984592.6265","185.80443641784","43.124422113852","126.16995660532",""
"6.8467285550146E-9","20758240.619529","2360036046.5181","72.503383585283","42.536706943453","115.06382690117",""
"1.7786562453201E-8","29229371.838924","2500000000","147.46094179244","58.110027194023","135.30532943113",""
"1.4323675442826E-8","33344900.355426","2500000000","124.35024582791","47.480454901878","111.26529928684",""
"4.8854546579111E-9","34711320.441747","1506068229.1526","78.935836419751","50.383325771541","110.75871521463",""
"4.3885751643317E-9","25518357.013986","2150707140.4446","136.36387133906","58.826671146644","111.29297108182",""
"3.3638435190644E-9","29409442.973774","1888168547.7595","145.19923710409","53.827679346352","142.41839728184",""
"4.9702523565138E-9","26857764.768887","1000000000","162.62758896788","43.351877075617","119.60411193178",""
"8.670664143848E-9","30252336.995786","1658603695.9878","173.42205657077","45.671555459003","133.54210324885",""
"1.1934099485546E-8","38658903.289584","2500000000","111.22762932358","35.000734132582","132.54339952381",""
"4.1881428412973E-9","39749645.962728","1769341326.8942","193.8956799212","56.169759737924","108.70537557976",""
"1.8448634057526E-8","20000000","2220143687.2526","100.62985893966","70.305745421296","122.71276610666",""
"1.1590688856456E-8","40000000","2098334554.7029","190.73907831257","50.036413384799","147.08268410403",""
"4.90033549524E-9","20000000","1844576676.9008","247.6873654354","47.914491328276","105.87365339916",""
"1.0E-9","39836714.517504","1987236503.275","111.51461761204","34.299021296102","122.33851055214",""
"1.1756354688633E-8","20000000","1442613511.6765","111.59329428763","62.865223868281","144.82467626089",""
"5.0634952264338E-9","34742587.248385","2500000000","178.31599468949","74.349489411374","115.77708614641",""
"8.8353008550576E-9","25958001.648014","1360273564.8738","195.05714567422","50.430107666269","111.01071277065",""
"1.335225650347E-8","40000000","1654930636.1743","229.42908667879","56.882248424707","105.18761995488",""
"1.0674670324053E-8","34747984.740576","2087470041.2278","81.63495086888","62.232367776521","142.66531286197",""
"1.5140510220162E-8","33912103.953478","1868308618.4819","73.36413317556","54.257600738003","140.43168873908",""
"1.1707315471149E-8","21209441.82258","1951812692.8322","151.99318942293","61.893108672349","104.52512479562",""
"3.2852630790329E-9","27913105.211937","1983512210.4391","148.72135707683","51.384666057862","104.04767888959",""
"1.2845989776676E-8","20000000","1762141087.9172","141.57958250644","55.623249586761","146.33325874772",""
"7.759022895125E-9","21612167.358456","2216017902.0676","156.52746801608","57.173987641376","136.8970334483",""
"8.8549085207548E-9","35651555.299697","2500000000","108.26739299023","46.749239932744","148.24237829182",""
"7.4014421442711E-9","35739979.558355","2500000000","241.54542168709","51.087244614415","115.25161306328",""
"6.01120258593E-9","31768999.782298","1179383036.2829","124.80758706237","38.257408821015","103.19696523555",""
"1.3815932304771E-8","33702799.175743","1291544142.5319","142.00308196848","51.366454172362","111.10305776445",""
"1.7042308354686E-8","40000000","2209653671.7705","194.92334683828","63.514336668538","149.93812634696",""
"1.0183342584899E-8","28820720.28609","1210144812.239","81.471434670984","45.322665150997","132.46373409182",""
"4.7017797473268E-9","34369028.803309","1323884585.677","104.7006918579","36.725039641229","100.83557043042",""
"1.3205962505532E-8","37508513.33812","2238938666.4558","137.59349015009","57.904049325881","131.05371312363",""
"9.1970192507059E-9","36298789.103173","2394103326.1648","232.30663011681","42.88170553644","117.24139434464",""
"1.2228006232076E-8","28100980.864467","2343418775.5234","190.25794091716","52.75087043644","130.61366991477",""
"5.2820946142902E-9","34039879.192649","2271860985.4322","209.31478417866","29.022851832083","102.12874619723",""
"1.3453503851304E-8","36738418.676467","2017445524.7902","114.36899026458","52.435671907278","101.30114903016",""
"1.0255625645915E-8","20603108.773025","1327343886.061","52.175229328017","51.66195048674","142.03979953715",""
"1.4859131995968E-8","26609765.848101","2205356169.4279","188.11026157518","45.121514058597","107.23672904917",""
"8.4457686297533E-9","22231395.492046","1753805197.2387","177.76965677239","52.713148888575","132.90337376509",""
"1.220741982286E-9","34447030.754069","1714909804.7009","159.77081327707","52.330233050466","147.98276603749",""
"9.5808975332221E-9","29804827.043332","1806837978.3722","189.18105779866","57.879153327277","118.12705189135",""
"5.5705239801531E-9","29741106.624813","2209800235.7096","281.83408882554","64.25473728118","128.98394759297",""
"7.2053166905858E-9","35574413.504759","1903931267.6945","125.45530358153","44.703268000133","108.00569616911",""
"1.2083538134165E-8","20000000","2274862611.2295","145.33283385404","48.42885255711","146.55274464453",""
"1.8002839747757E-8","34485657.099815","1913081540.3629","138.29508328259","54.35679576584","122.38778611345",""
"1.3989326268197E-8","25727159.753496","2406971517.5048","183.11340890648","48.42995134212","103.76426552532",""
"1.7026605079375E-8","20000000","2453897501.7062","146.09289542263","51.724798521552","120.88488682599",""
"1.6692945469264E-8","21003279.108963","1733017412.4749","173.04298636695","32.256513402747","121.51021427675",""
"1.2885994520144E-8","40000000","1969835628.9209","229.10005325144","49.476442796721","106.17419067885",""
"2.2591679882007E-9","31724425.304312","2500000000","116.82279849603","61.499619225286","123.88009797699",""
"1.2403156628626E-8","35600848.329314","2500000000","147.29237541103","72.399895669902","134.91767492059",""
"1.4109502028485E-8","31825810.608695","1826365767.6049","77.535022134035","39.207515137624","112.18013692821",""
"1.4367111243446E-8","37376623.504139","1846018336.1955","97.545899347155","55.640830367199","118.23752149308",""
"1.5101163251829E-9","32235420.160935","2034439679.7198","142.99613212671","31.563736670957","141.83745295241",""
"4.9622263737827E-9","40000000","2077913699.7561","131.76141926031","47.935610160622","140.12141408532",""
"3.4740949940991E-9","40000000","2278543255.342","144.77662461683","51.086716181861","108.99577467107",""
"1.7248148529501E-8","25212834.854801","1409815902.0162","177.94119734054","63.673413410913","133.03658602727",""
"6.6727357453311E-9","31254243.743255","1162868045.0792","123.01410755738","63.354508108971","127.89766115079",""
"1.321903286413E-8","20000000","1204244328.1977","88.185577632329","42.148824688051","109.50921325448",""
"1.0E-9","27483079.537565","2052291605.3192","201.65496098717","47.508456341918","111.6621646495",""
"1.8612249207853E-8","24012550.279908","2429160696.3064","255.95124470944","38.986909832481","103.00811928888",""
"2.0E-8","39073536.85104","2131699203.6726","202.06509232002","39.350959082101","135.20219557125",""
"1.2136381225585E-8","23663500.131135","2194886640.9302","172.20925755308","30.397106268855","123.01348781914",""
"1.0847245329051E-8","32967384.768382","1987268797.9314","230.74033171196","46.778259460603","108.05989713369",""
"8.2533445668465E-9","40000000","2352541647.7907","74.207194726663","56.930607637789","106.85169537712",""
"1.2765990842551E-8","20000000","2500000000","253.24494251911","52.842206045828","140.16090186793",""
"6.6038846316022E-9","31570898.577147","2025337253.5903","124.13999909354","39.621135178937","144.77630668868",""
"1.2103911500791E-8","24134614.428171","1950234823.141","257.08996824524","61.427312002168","108.73308139105",""
"1.249309025005E-8","36269755.426533","1501125036.9074","14.808889033984","54.766988177661","147.04499695984",""
"1.0722283801405E-8","32006640.364056","1962660467.4511","130.04593908432","41.101001463422","125.19322303542",""
"1.4821683023832E-8","32052878.351213","1425097078.6776","144.28142192593","56.385402349813","123.68103089063",""
"1.4372082019253E-8","30413808.931533","2500000000","142.23932360197","49.863863974867","131.36554851077",""
"1.0122799777413E-8","40000000","1904498768.8132","155.33793472068","41.034018949052","104.67946773681",""
"9.2741960581408E-9","23326252.382429","1896054990.9766","161.22748348789","51.559761085693","149.20271947188",""
"8.5194324028797E-9","38015818.309378","1915950387.6","123.98703029637","57.225762073062","109.01402339641",""
"1.5679149602017E-8","35683609.446412","1930776164.3148","145.14649818943","43.228802025073","147.57994194251",""
"1.5404566797186E-8","20892167.001589","1873456833.1222","256.1263753942","61.077681916324","139.4022354967",""
"1.0E-9","32132948.507734","2500000000","217.21354750493","60.519274310357","128.25617535814",""
"1.5161682277196E-8","20000000","2275969815.7338","212.6306346712","44.170607596522","119.65525863635",""
"3.4889025030108E-9","27521079.84933","1632359519.0717","165.37854383963","51.937059785487","102.06347001716",""
"1.0E-9","32530263.049371","1000000000","112.15524276676","51.442817840882","118.52698608878",""
"6.2452934109016E-9","38297282.863732","2410713283.0063","116.5212223856","47.314671639913","118.72014701918",""
"7.839331472063E-9","30785543.754582","1774322398.4539","121.8339080605","54.473063887012","127.05692360227",""
"1.4429646529461E-8","20000000","1939735216.9712","145.07140052151","36.37373006717","133.37243377922",""
"1.8124288791213E-8","26413553.25305","2500000000","191.01373453042","57.56035979483","130.2270794415",""
"1.1850129604858E-8","40000000","2371112186.9907","137.03565103626","68.24364363554","142.35712988004",""
"1.1513198449671E-8","30122652.217768","2076327966.6663","260.05375001085","47.656047592597","119.8919272342",""
"1.99570747946E-8","40000000","2157906826.0445","128.7125320349","59.103600815002","101.21367124832",""
"7.2274984402523E-9","32158106.759696","2399756520.6869","175.3405367138","34.079209448599","113.69533595106",""
"1.6046512479084E-8","34102212.04692","1556344232.9977","188.28140013796","51.412562195588","125.23955838313",""
"1.4141846560982E-9","27177812.054967","2036506066.7764","126.98223147482","57.54942739402","105.26698263746",""
"1.3112591327915E-8","26248781.950745","1979945119.3636","184.1604278329","59.342402513079","142.68247144093",""
"9.6154701192166E-9","20000000","2500000000","220.18769724215","59.40768438486","145.48946631377",""
"8.7696014555309E-9","32720837.64412","2500000000","127.79498792394","47.981559846645","147.78325073429",""
"3.6841917246512E-9","34604834.826892","2117731739.0386","127.86051047857","78.509323634326","124.97073526412",""
"5.4851788912054E-9","22832231.59112","2106853884.3666","224.54469762602","49.355691327381","102.63575390868",""
"1.6411194249673E-9","40000000","1500507635.7389","109.29788565143","46.683868549941","103.4127926592",""
"1.3605408230761E-8","35102519.363716","1939793472.1073","221.69471265139","36.129372823754","110.589460362",""
"1.6889889447277E-8","40000000","1324023030.4556","142.91147082008","40.018335723189","124.98274636584",""
"1.0489234332509E-8","29731326.178206","2254781966.9902","145.6868795358","21.246511003136","125.2516267842",""
"7.1733436702275E-9","22970416.381426","1149925786.7901","132.5188462588","52.487965250219","145.95325163277",""
"9.3127614369312E-9","33359432.072515","1985935656.8046","179.72225880101","44.477849738591","138.51485606039",""
"1.3364884525439E-8","25939680.03312","2500000000","205.9727374335","48.760908774337","113.65209561474",""
"4.3080959040473E-9","27364639.736706","2500000000","144.263576933","41.305467614239","126.65787050711",""
"1.0794144816843E-8","40000000","2491235868.4412","118.82457714357","59.850741320964","121.18532709896",""
"8.2560382270683E-9","32165641.029934","1834685217.1405","160.34489505836","40.976604449298","119.2058785364",""
"7.5679906940475E-9","22154552.267182","2164467618.6798","262.34696990246","20.184194963664","133.9986681645",""
"1.01275007508E-9","29834598.628727","2032703497.7939","162.63623109828","46.776616323629","122.42233571703",""
"1.117228409827E-8","40000000","2500000000","119.87859733417","47.538822077977","111.6304153921",""
"1.18754184799E-8","22122934.369991","1423204795.4882","136.08138516361","56.113154682614","143.83843522578",""
"3.9427864255258E-9","22369989.79375","2478224929.0197","252.80417359394","54.914983178823","103.63346574032",""
"5.7606450934693E-9","29433744.838199","1920636021.28","126.38963709694","39.664028516293","111.21439005654",""
"1.0E-9","31418015.468308","1519092185.1802","143.01449795038","54.076653982442","101.65421495509",""
"1.5811981169278E-8","32458278.854525","2500000000","131.70865104764","33.452848223538","136.01360709792",""
"9.3882774844198E-9","20000000","2500000000","200.30488239587","48.122198547481","126.20462346317",""
"4.3039114675295E-9","39421131.294673","1359445282.0794","184.91011915323","56.899354992146","100.85766756135",""
"5.1765082321767E-9","39585610.79731","1099931182.1392","108.09780326731","51.569630485755","146.28920871615",""
"1.2396900366044E-9","40000000","2162356615.5843","110.8019927522","51.853944381798","102.21043631375",""
"1.0288567615021E-8","24189558.366593","2204322664.6921","116.41290932824","32.5046048279","142.71813421826",""
"1.1677763819594E-8","28861177.004643","1501689020.4873","74.189435699154","56.084359412457","105.67391520535",""
"1.5436915812945E-8","34269238.091967","1675893759.7806","127.29313881215","55.7611978825","145.39028460995",""
"1.4826355998446E-8","40000000","2189353886.2798","135.29471573646","57.700012453967","143.99375026272",""
"1.4191910173223E-9","32832789.641883","2449943101.8635","147.80581271623","50.772189389206","138.615354081",""
"6.4037217428193E-9","32692936.657355","2500000000","234.21419319341","35.98565317163","147.67392836845",""
"4.3520034763814E-9","20000000","2500000000","189.03607520561","54.105094154888","126.11281648871",""
"1.6926532691708E-8","28351746.273302","1878494906.1577","150.20893002666","38.915987042329","140.68451114899",""
"1.3545574375514E-8","20000000","2500000000","91.533664744387","62.297944336862","132.07449656568",""
"1.1377660223504E-8","20000000","2447481130.8474","113.29726972859","63.283554830313","125.69999020714",""
"8.5541870793855E-9","30033581.875074","1506017406.6876","55.300850949246","56.942690621214","136.06548343209",""
"1.2976585487072E-8","32200272.177953","1817512177.2069","178.2613325979","58.460944870546","132.84316176856",""
"4.6766881133021E-9","35951416.45501","2124095177.4115","163.21872714","35.739074868437","119.54526924945",""
"1.6495286575679E-8","28481485.24358","1113115271.7915","200.51692468417","46.955886380822","131.53514146451",""
"6.1535709319934E-9","20000000","1610980888.0798","144.44527571648","50.776429626563","114.46328455449",""
"3.9352922488014E-9","20000000","1684949241.975","111.95206217882","54.2731351185","124.97792660699",""
"8.9069180702731E-9","24810601.297452","2207668483.5567","175.09107217971","50.175013253578","136.90565026081",""
"7.8102088327138E-9","20914921.033444","1938254852.5531","224.209375343","27.429461650069","110.46153637668",""
"1.1574040422671E-8","34969007.596265","2393627980.1761","152.55162743691","55.414293223891","142.34546099602",""
"8.1966599126669E-9","34276381.657075","2408959010.8653","152.26434357088","40.747194423861","129.76074197516",""
"1.1705926543089E-8","32572292.578976","2125975488.9013","141.09789372566","59.509326680351","114.52430246082",""
"5.3046157919794E-9","40000000","2205761702.9449","202.85048530618","57.836245122593","114.85199482164",""
"1.0676325469137E-8","28607938.298228","2470499483.3047","155.40684676606","42.875086948087","118.95609458681",""
"1.297808454679E-8","25288333.883914","1121244278.7738","75.977761042926","54.084592829869","120.88082960756",""
"1.1855816808842E-8","33879504.232926","1875917823.3358","125.23810545305","75.09927565967","134.22370205027",""
"5.0773788795555E-9","38612500.670518","2500000000","218.56787743668","31.403839614807","146.19401943843",""
"1.1014153241726E-8","30092104.546679","1678161254.1975","88.658462160569","42.716807603382","149.26321488674",""
"3.0959898496112E-9","27196026.43779","1707016254.7996","211.58319843378","44.963626271972","124.42675420985",""
"1.0308948799987E-8","26670230.427712","1548508428.384","148.42670891495","38.760084181999","136.77873150507",""
"1.1619095190025E-8","24508330.893124","2246024152.4599","135.17567568711","49.895490002776","107.35847332048",""
"7.2798128239032E-9","35559142.378783","1504106803.9871","91.194713352642","53.063793478909","118.02049310056",""
"8.7121546403043E-9","26867776.343508","2500000000","149.31577387088","39.039121958856","132.30521745",""
"8.8035660241585E-9","20000000","2189070005.4128","140.1555252368","55.436816663383","134.22317207762",""
"1.3135169430812E-8","31399985.70809","1451927775.137","209.04957458158","53.653441363481","108.55903845816",""
"1.0804391186345E-8","38730113.449447","2281861560.7286","153.99394978708","50.273132683602","109.56692909108",""
"1.848172780261E-8","27728351.601386","2349606614.3986","142.39582619029","38.749677319633","138.26500333718",""
"9.0307967386831E-9","30737634.525963","1613891586.6928","160.11560499423","30.660268125536","113.354242387",""
"1.0586030957978E-8","26218235.128724","2500000000","122.53014618067","59.271673294678","148.08983466222",""
"9.2565331204939E-9","23665137.173952","1445168750.5674","163.00678495994","48.245831467139","143.88319095787",""
"1.4470128045178E-8","22811251.270508","1922831456.8832","247.55049953848","48.668124179945","100.30775612246",""
"8.787831528537E-9","35879905.614356","1770902625.2192","183.14297960316","57.181774900437","138.52550908385",""
"7.4272888001898E-9","31246274.401133","1994353439.1713","112.88524153861","53.871860449281","149.97964069635",""
"1.4504223546628E-8","27998145.639603","2349333078.509","142.41456790209","34.772832107136","108.81669636475",""
"8.4662855528648E-9","23511779.436167","1410258637.6068","121.93803991219","41.18696855547","116.64881869335",""
"8.182763124929E-9","20000000","2439046793.0614","65.351935701708","50.883524717266","124.00209583611",""
"1.2151704747453E-8","40000000","1568298395.4493","235.81269004971","55.761957360695","120.3788750444",""
"1.0381519231352E-8","20000000","1886023243.5249","203.03798018851","40.288098657326","111.69505212647",""
"1.6648456640852E-8","39345275.585292","2222408483.4262","106.63800638765","48.785729944626","148.66623771885",""
"1.5232396126761E-8","20753607.773335","2227114880.3038","124.85216275176","52.125484147497","100.52371135243",""
"1.2220543248116E-8","36462970.69465","2403439284.5407","199.61446985155","54.914375083733","118.5682680606",""
"8.0119285036294E-9","20638492.715781","2495631791.5371","115.7958904299","52.159831968545","122.60512121439",""
"1.9915812984779E-8","33170343.530318","2232088981.5849","105.28856426437","64.649333636879","144.69636883218",""
"1.7746056865109E-8","33908110.178065","1760430352.5469","66.619517812285","56.473164434796","136.06333009913",""
"1.4754661400364E-8","35546636.080926","1811183940.1771","126.73907898422","23.073584247643","101.72623902753",""
"1.2574795450554E-8","23274823.273548","2500000000","208.30083441223","34.295161300888","129.34123710703",""
"1.3467363377442E-8","20000000","2175675741.9762","161.13510866461","32.121592562842","119.88530950135",""
"1.3778459439337E-8","32682896.259217","1164403148.6849","110.96471228495","42.365404685798","144.85669319168",""
"1.4000154515011E-8","36118443.949725","2037695634.2954","226.26126686135","42.216208536966","148.92869678406",""
"1.5827732786083E-8","34760894.005299","2252824145.314","174.0355320472","45.871745919327","120.53070904945",""
"7.9067204427461E-9","32712981.386447","1951643242.7382","97.641906276142","52.054178494535","116.77663785241",""
"1.342260687451E-8","21873729.684467","2249825279.0873","179.17204556248","53.104707558286","144.77094056152",""
"7.1307721827353E-9","21638047.510729","1084171950.2289","166.32391767178","39.197733202138","116.48857975326",""
"1.2623075074679E-8","36163238.992176","1821680996.2548","62.606631980095","39.199224463461","106.88007341038",""
"1.6387142448072E-8","28355425.856509","1000000000","193.82213714878","52.534146047899","120.61467588165",""
"1.0E-9","40000000","1643650389.155","143.77617762231","37.732797962633","138.40728319606",""
"7.5661940026822E-9","29770113.69356","1787165178.1901","95.92071604257","38.124686370252","120.59973084",""
"1.0456187978701E-8","32771821.29387","1677070378.1334","112.2651158594","58.266522048842","130.3366566714",""
"7.2718917968166E-9","21687045.754629","1090752059.9502","245.89431149408","55.844474571279","100.86597737608",""
"1.452806518445E-8","29530721.032413","1411439069.2973","188.34012136159","62.04950767712","147.5512273378",""
"1.0181797409864E-8","21757829.721614","2500000000","47.636277134902","56.988898945863","148.70051906681",""
